LEFT_ELBOW,LEFT_SHOULDER,LEFT_HIP,RIGHT_ELBOW,RIGHT_SHOULDER,RIGHT_HIP
154.8492577121974,55.329047032144665,174.0423488271217,149.82044897350548,46.71488075281628,171.89331176704724
154.57309950367545,56.30303883797765,173.2059511821186,150.98244173624306,48.607696926556066,170.6800789251562
152.35274160828772,54.91622356851992,174.15996468462933,148.94028347630095,47.257525621995455,171.35946418151903
148.88286890613784,52.808970190693,175.4746804772084,144.9824757202237,45.181516944526756,173.03730015113265
145.59976089665278,50.23361662828843,176.56617202733312,142.3761301744602,43.22319242645738,174.64698449320792
142.50120459854148,48.07859632250103,176.24011245673503,138.77588282143313,41.218238206924326,174.65317264459594
138.09317809313367,44.553241993723134,176.85835385964793,135.67238146636274,38.64438387104257,174.7789983894859
132.9130943247043,40.900880297328854,177.15321312611738,131.22295035420632,35.20328334077137,175.0587492775113
126.13724613972818,35.655055958138114,177.7708261516266,125.65151040671356,31.530441322150814,175.38431707448913
120.66476197293056,31.259815566856567,177.5045170758878,121.02963067839264,27.550264696541774,175.12310331987115
117.3053744107948,27.98121889731831,178.637809383733,117.7836242564791,23.948205635837347,175.94534881291398
114.23318264287974,24.664277545779605,179.6614088535078,115.30535841803166,20.81498100504635,176.7879755904401
107.21177549686331,18.91037933989371,179.74517429348882,109.358531273755,16.781527196363918,176.94665454523783
100.47281033340528,13.66832355757752,178.58602288944596,104.45879944999797,13.150351039227726,176.20474573721273
96.79669323907768,10.072935884144902,177.48964092387553,99.41650791788447,9.993218185020744,175.07698588259524
92.8915462415012,6.539564193941885,177.55892636281612,93.41618673202822,6.578970543471451,175.07262822190478
88.2179210000283,1.357353248472879,176.2436778154818,87.83969244454966,1.007263364827413,173.78939960139945
87.69693784843074,1.7686234843916764,174.72077785700074,85.12641345714047,2.68754048673909,174.31622575246087
87.76848407998662,4.8469028718479175,175.85565476873336,81.98872336280847,6.146397587861618,175.35119065701457
84.82510967981801,8.845274267632226,178.39420385679531,78.60168036472334,9.61373202096119,176.77498457063874
82.76017956918307,12.81866253897992,178.0163441315319,73.35243410075842,14.237780334343578,176.00742157209106
85.55587161911767,12.954364737409733,177.34576981919838,84.16682287780135,14.971901019167596,173.61755204188194
90.00951695799199,10.872126073644338,177.95489974975845,87.93325556352401,14.309728693286845,174.4218614581643
89.16734780314026,10.273912492925234,179.2181842178873,90.43630132828024,16.23358039284152,177.15646429616228
89.38325691299353,8.130363489848868,179.5814373562396,115.26739258415907,16.041373746955486,176.56675942360172
101.07630171543441,0.915622610011646,179.23002412344246,107.45922960802721,15.42074519292769,176.73438592621218
97.03233112297744,1.374962329926818,179.36732458613804,97.93037805542906,12.926211551424586,177.5839485334694
96.20942993177431,6.372480691370448,179.6503676253434,90.35022728435975,13.562775790559666,177.4994354151453
96.02040444649421,8.024030251076464,179.52308021997104,90.2843432796258,12.81511596325339,178.1114340251568
94.36790164851215,9.78237707553162,179.8631006972326,89.0523137571389,12.615931425356539,177.9192188415343
84.10380755251882,17.019098251169886,179.09322909474545,89.28042158484982,13.367352125574554,177.61196961191044
