LEFT_ELBOW,LEFT_SHOULDER,LEFT_HIP,RIGHT_ELBOW,RIGHT_SHOULDER,RIGHT_HIP
80.81136950462752,22.786600486335153,179.0310333921633,83.34805395104607,18.642244896099225,177.4139351071151
78.90459242422423,25.764311955008715,178.98681474747664,81.2012503628302,21.369997054359708,177.4047553328706
76.9798109651688,27.51788959987591,179.13399166371207,80.08953462257307,22.14458148737417,177.80673928628252
76.97654613474552,26.571717154532386,178.96423414208058,81.60396514648332,20.552628316384283,177.99198767695162
76.71815324825477,26.120434603238596,178.81942047129797,82.41945558243698,19.971739510494913,178.31373056799424
76.90211073317073,25.93734113725265,178.66720287545508,83.18594624128498,19.295759103433337,178.29591743463885
77.83742317773392,25.28422649598498,178.4657805968314,83.97093305240539,18.193595382730475,178.11456225179666
78.28972513476134,24.97430495484836,178.2696039034903,84.2054885786928,17.4049134392691,177.91472457706044
78.50260164062313,24.952907679726003,178.0910081170728,84.38520451613417,17.397786136870195,177.81684796625416
78.14079969009839,25.29502331751548,178.0517618501019,81.97149079553253,19.340471229287534,177.7487783009858
78.27811381317233,25.14650426910814,178.0842189090378,79.99421250251636,20.606376782510406,177.72264599722132
78.56568526779738,25.022623420584324,178.08318072028396,79.5028828445715,21.18308892772231,177.82279023083206
78.3993155199942,24.202235738995753,178.09372653236247,79.25241980770713,21.219200137864167,177.48300198000226
77.90469371086938,23.123465416200183,178.38593568543394,77.94277201549221,20.663113456398406,177.00033983211415
78.76867165974097,20.449700780686776,177.53500339787706,76.06502323906147,19.596229370305952,176.33868574683666
81.13548930150131,17.79978033556588,176.0270478933,75.36955288720327,18.083883761639854,174.37068968090256
82.33632535004877,15.793087832889059,175.70340620966812,75.51963946402512,17.348977605061283,173.16654099060764
83.54724958800033,12.926243994823144,173.90355574072137,69.76914610744048,17.537103212918236,171.9916938118521
85.48774048214679,11.318181822675777,173.4207433286715,73.47770660032562,14.601986511456168,171.25675179678038
83.46969278997483,9.721952953265458,173.04857998117586,74.10949226836263,12.798891702653671,170.66264828239434
86.02388301123611,7.265481394685895,172.14429025582285,76.86932582515466,9.393885307051404,168.32295332182812
88.17247610901454,2.8343679961097963,171.75762322899575,84.73075061643428,3.235565197106706,167.9611718618709
86.54665567239624,0.04852622621669274,169.98757970558697,87.57640231242402,1.2105601034914344,166.6449534276744
87.52829045991047,2.875957017966004,169.6544303986304,90.15529049772408,4.396766084787397,166.4909599826473
91.8170208812748,5.75031790610034,172.69396020193446,95.84664124628557,8.287548340765664,169.1662357975146
102.74275540216729,13.475408279565094,173.66015876192446,103.18783784924199,14.09910017343564,168.79032950635377
108.62652624002641,19.177303132657805,172.5694731741218,108.55691295200563,18.66897654896336,168.39311302498248
113.0666956156683,22.829517979984928,172.11564808490948,113.88995197670826,22.55869927184663,167.89614846097237
116.33780981297079,25.66457753274819,171.84771342414822,115.12072474438787,23.18172009963122,168.1500129320434
125.24202690559295,31.91391546291201,173.22500740990296,122.54322791922414,28.661659417907906,169.30188335443103
129.37636773095835,35.48171258719236,172.39344553883225,126.96200514238555,33.094370226976146,169.07152839448318
135.4872833398554,40.01185262967624,170.67383613225482,132.9558513089086,37.91301404490678,167.5441205111499
143.41442821132887,44.17537543827052,170.06736997547105,140.75458862398582,41.875841990023986,167.1071250080525
155.2402723818023,51.159527317459116,169.57021416616416,150.15738220526222,46.598719725601875,168.14449413919402
162.01595664223836,54.967832477888535,169.8246250523688,158.55255895942165,51.658120881586285,167.97330227783684
167.65091734901222,58.47345439015426,170.02061050041314,165.9085497521203,56.10279135189121,168.2889253193831
172.47999769599465,61.97072981125423,169.86228671545223,171.64873635324741,60.90689369707889,167.6482535752359
174.05969750761355,64.01437022224624,169.33813799854545,173.6545716671834,63.484859806840994,167.14646689767176
174.8019614854755,64.90702130525354,169.23259791549043,173.51673844973254,64.84733911228597,166.68496467583236
175.68349302051402,65.93869405862729,169.5166108415579,174.3400631126642,65.88987186644003,167.0590404762956
177.05117009991739,66.83704834959156,169.34872479175897,174.65713415431455,66.4255021313416,166.89623608723917
177.87497287609096,67.65710818209996,169.39556622908694,175.36706401664568,66.79379959176704,167.56566292779212
177.83757076019597,67.70451652512902,169.4137891737925,175.4970698373077,67.12567165334879,167.3733657818996
177.28192121083708,67.5032650012346,169.44373272311387,175.1992599291168,67.04191304355692,167.29798781421934
